Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Mother's qualification;Father's qualification;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;1;1;9238;1;1;124.0;1;1;4;118.8;0;0;0;1;1;0;19;0;12.25;0;0;6;9;6;11.0;0;9.4;-0.8;-3.12;1
1;39;1;9254;1;39;137.0;1;1;10;124.5;0;0;0;0;1;0;26;0;0.0;0;0;6;0;0;0.0;0;16.2;0.3;-0.92;3
1;44;1;9119;1;39;140.0;5;41;2;140.0;0;0;0;1;1;0;23;0;14.0;0;1;6;12;1;14.0;0;12.4;0.5;1.79;1
1;17;1;9070;1;1;131.0;19;19;7;125.1;0;0;0;1;1;0;18;0;12.33;0;0;6;10;5;10.8;4;16.2;0.3;-0.92;1
1;1;1;9147;1;1;130.0;37;37;9;118.8;0;0;1;1;1;1;22;0;10.66;0;0;5;11;2;11.0;0;15.5;2.8;-4.06;1
1;18;5;9119;1;1;136.0;3;2;3;125.2;1;0;0;1;1;0;19;0;11.83;0;0;5;9;5;14.71;0;12.4;0.5;1.79;1
1;17;1;9147;1;1;133.1;1;19;8;95.0;0;0;0;1;1;0;20;0;0.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;3
1;1;3;9070;1;1;110.0;37;37;9;107.6;1;0;0;1;1;1;22;0;11.66;0;0;6;6;6;12.16;0;7.6;2.6;0.32;1
1;7;1;9130;1;3;140.0;2;38;3;140.0;1;0;0;0;1;0;18;0;13.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;3
4;43;2;9991;0;38;133.1;3;1;9;125.4;0;0;0;1;1;0;39;0;0.0;0;0;4;4;0;0.0;0;10.8;1.4;1.74;3
1;1;1;9500;1;1;141.0;19;1;90;128.0;0;0;0;1;1;0;18;0;0.0;3;0;8;8;0;0.0;3;10.8;1.4;1.74;3
1;17;3;9119;1;1;130.0;1;38;3;129.3;0;0;0;1;1;1;18;0;13.0;0;0;5;5;5;14.2;0;8.9;1.4;3.51;1
1;1;1;9238;1;1;160.0;19;38;9;152.0;0;0;0;1;1;1;19;0;13.85;0;0;6;6;6;14.0;0;13.9;-0.3;0.79;1
1;1;1;9500;1;1;140.0;1;19;9;128.8;0;0;0;1;1;0;18;0;13.39;0;0;8;8;8;12.48;0;12.4;0.5;1.79;1
1;1;1;9147;1;1;150.0;34;19;4;152.8;1;0;0;1;1;1;18;0;12.75;0;0;5;5;0;0.0;0;7.6;2.6;0.32;3
1;44;1;9130;1;39;150.0;37;37;6;150.0;1;0;0;1;1;0;22;0;14.5;0;0;5;5;5;14.6;0;10.8;1.4;1.74;1
1;1;1;9238;1;1;133.1;1;1;4;112.0;0;0;0;1;1;0;19;0;12.16;0;0;6;6;6;12.16;0;12.4;0.5;1.79;1
1;1;1;9130;1;1;152.0;19;37;8;135.6;1;0;0;1;1;0;18;0;15.4;0;0;5;5;5;15.6;0;12.7;3.7;-1.7;3
1;39;1;9119;1;19;133.1;1;1;3;134.4;0;0;1;0;1;0;31;0;13.33;0;0;5;9;2;16.0;4;16.2;0.3;-0.92;3
1;39;1;9991;0;1;130.0;3;1;3;120.5;0;0;0;1;1;0;28;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;3
1;1;1;9070;1;1;148.0;1;1;8;141.4;0;0;0;1;1;0;19;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;3
1;17;1;9254;1;1;148.0;1;1;8;145.2;0;0;0;1;1;0;20;0;13.71;0;0;6;8;6;14.71;0;16.2;0.3;-0.92;1
4;39;1;9238;1;1;130.0;19;3;2;140.0;0;0;0;1;1;0;50;0;12.25;0;0;6;7;0;0.0;0;8.9;1.4;3.51;3
1;43;1;9070;1;1;160.0;1;2;2;100.0;0;0;0;1;1;0;38;0;16.0;1;0;6;11;4;16.5;0;13.9;-0.3;0.79;1
2;39;1;9991;0;1;130.0;37;37;9;140.0;1;0;0;1;1;0;31;0;11.0;0;0;5;5;1;13.0;0;9.4;-0.8;-3.12;3
1;39;1;9500;1;1;110.0;1;37;9;126.0;1;0;0;1;1;0;27;0;14.08;0;0;7;7;7;14.08;0;7.6;2.6;0.32;1
1;18;1;9238;1;1;122.0;1;3;2;112.6;1;0;0;1;1;0;21;0;10.16;0;0;6;10;6;10.5;0;12.7;3.7;-1.7;1
2;39;1;9119;1;1;110.0;37;37;9;106.8;0;0;0;1;1;0;34;0;10.0;0;0;5;9;0;0.0;0;8.9;1.4;3.51;3
1;51;1;9119;1;1;129.0;2;37;9;121.6;1;0;0;1;1;0;19;0;0.0;0;0;5;7;1;10.0;0;7.6;2.6;0.32;1
2;39;1;9991;0;1;110.0;37;37;4;120.0;1;0;0;0;1;0;40;0;10.5;0;0;5;5;3;10.66;0;9.4;-0.8;-3.12;3
1;1;1;171;1;1;170.0;38;19;2;160.6;1;0;0;1;1;1;18;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;1
2;39;1;9070;1;12;110.0;37;38;10;130.0;0;0;1;0;1;1;46;0;0.0;0;0;6;6;0;0.0;0;15.5;2.8;-4.06;3
1;43;5;8014;0;1;110.0;34;34;0;110.0;0;0;0;1;1;0;37;0;0.0;0;0;5;10;0;0.0;0;7.6;2.6;0.32;3
1;39;1;9003;1;1;133.1;19;37;7;110.0;1;0;0;1;1;0;31;0;0.0;0;0;6;10;0;0.0;0;16.2;0.3;-0.92;3
1;39;1;9003;1;1;133.1;1;19;10;145.8;0;0;0;1;1;0;34;0;13.33;0;0;6;15;5;12.4;0;12.4;0.5;1.79;1
1;1;6;171;1;1;126.0;10;10;4;130.2;1;0;0;1;1;1;18;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;3
1;1;1;9670;1;1;137.0;38;37;9;122.3;0;0;0;1;1;1;18;0;13.57;0;0;6;6;6;14.33;0;12.4;0.5;1.79;1
1;17;4;9070;1;1;117.0;1;1;3;125.4;1;0;0;1;1;1;19;0;12.83;0;0;6;7;6;11.16;0;11.1;0.6;2.02;1
1;43;1;9991;0;1;100.0;37;19;4;130.0;0;0;0;1;1;0;40;0;10.25;0;3;8;18;5;11.2;5;15.5;2.8;-4.06;3
1;39;1;9130;1;1;120.0;1;38;9;150.0;0;0;0;1;1;0;25;0;0.0;0;0;6;6;0;0.0;0;12.4;0.5;1.79;3
1;17;5;9119;1;1;126.0;38;38;9;116.9;1;0;1;1;1;0;20;0;14.5;0;0;6;8;3;13.33;0;11.1;0.6;2.02;3
1;17;1;9119;1;1;122.0;19;19;9;114.7;0;0;0;1;1;0;20;0;15.8;0;0;5;8;5;13.71;0;11.1;0.6;2.02;1
1;39;1;9003;1;1;111.0;37;37;10;95.8;1;0;0;0;1;0;43;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;3
1;17;4;9119;1;1;139.0;37;19;4;133.1;1;0;0;1;1;0;18;0;12.5;0;0;5;7;3;14.66;1;7.6;2.6;0.32;1
1;43;1;9003;1;1;150.0;2;4;1;150.0;0;0;0;1;1;0;35;0;11.66;0;12;13;13;12;11.5;1;15.5;2.8;-4.06;1
1;17;2;9991;0;1;116.0;37;19;4;118.5;0;0;0;1;1;0;23;0;13.0;0;0;5;5;5;13.0;0;7.6;2.6;0.32;1
1;17;1;9500;1;1;130.0;3;3;2;131.1;0;0;0;1;1;0;19;0;1.212;0;0;9;12;8;1.15;0;12.4;0.5;1.79;1
1;53;1;9085;1;42;150.0;1;19;8;150.3;1;0;0;1;1;1;21;0;1.422;0;4;9;15;7;13.75;0;8.9;1.4;3.51;1
1;43;1;9670;1;1;132.0;3;19;8;120.5;0;0;0;1;1;0;19;0;12.5;0;0;6;8;4;13.25;0;13.9;-0.3;0.79;1
1;18;1;9119;1;1;108.0;1;1;3;105.6;1;0;0;1;1;0;20;0;12.16;0;0;5;7;5;15.28;0;12.4;0.5;1.79;1
1;39;1;9670;1;1;133.1;19;19;3;125.3;0;1;0;1;1;1;30;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;3
4;39;1;9254;1;1;120.0;37;19;9;131.0;1;0;0;1;1;0;44;0;12.66;0;0;6;6;6;11.5;0;12.4;0.5;1.79;1
1;18;1;9500;1;1;146.0;19;3;9;127.0;0;0;0;1;1;0;19;0;13.61;0;0;8;8;7;13.61;0;12.7;3.7;-1.7;1
1;44;1;9130;1;39;150.0;2;1;6;150.0;1;0;0;1;1;0;22;0;12.85;1;8;12;15;10;14.3;0;16.2;0.3;-0.92;1
1;1;1;9130;1;1;160.0;3;3;2;149.2;0;0;0;1;1;0;18;0;14.0;0;0;5;5;5;14.2;0;7.6;2.6;0.32;1
1;17;1;9670;1;1;125.0;37;37;9;121.5;1;0;0;1;1;1;21;0;14.75;0;0;6;6;5;11.8;0;12.7;3.7;-1.7;1
1;1;2;9085;1;1;125.0;37;19;90;137.3;0;0;0;1;1;0;18;0;0.0;0;0;6;0;0;0.0;0;7.6;2.6;0.32;3
1;17;4;9670;1;1;122.0;3;1;3;119.6;1;0;0;1;1;0;18;0;13.62;0;0;6;7;6;14.28;0;11.1;0.6;2.02;1
1;1;1;171;1;1;138.0;1;1;3;141.5;0;0;0;1;1;0;19;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;1
1;44;1;9003;1;39;150.0;1;38;6;150.0;1;0;0;1;1;0;21;0;11.8;0;0;6;11;4;11.87;0;16.2;0.3;-0.92;3
1;39;1;9003;1;1;140.0;3;3;2;110.0;0;0;0;1;1;0;31;0;15.12;0;0;6;10;6;14.6;0;16.2;0.3;-0.92;1
1;17;5;9254;1;1;113.0;1;1;3;110.2;1;0;0;1;1;0;21;0;11.5;0;0;6;10;2;10.5;0;9.4;-0.8;-3.12;3
1;39;1;9119;1;1;139.0;19;19;7;110.3;0;0;1;1;1;0;24;0;10.0;0;0;5;11;1;11.0;0;8.9;1.4;3.51;1
1;42;1;9773;1;1;133.1;19;6;3;120.0;0;0;0;1;1;0;27;0;0.0;0;0;5;10;0;0.0;0;9.4;-0.8;-3.12;3
1;1;5;9147;1;1;118.0;19;19;9;114.2;1;0;0;1;1;0;20;0;10.33;0;0;5;6;5;12.8;0;12.4;0.5;1.79;1
1;44;1;9119;1;39;140.0;1;19;5;140.0;1;0;0;1;1;0;22;0;0.0;0;0;5;6;2;11.66;0;10.8;1.4;1.74;1
1;1;1;9003;1;1;144.0;19;19;9;132.8;0;0;0;1;1;1;19;0;12.0;2;0;6;10;4;12.5;0;15.5;2.8;-4.06;1
1;18;1;9773;1;1;125.0;1;1;7;121.5;1;0;0;1;1;0;19;0;13.83;0;0;6;6;6;14.5;0;8.9;1.4;3.51;1
1;1;1;171;1;1;131.0;1;1;4;127.2;1;0;1;1;1;0;23;0;12.15;0;10;17;28;11;11.9;1;11.1;0.6;2.02;1
1;17;1;9130;1;1;131.0;12;12;8;128.2;1;0;0;1;1;0;18;0;14.0;0;0;6;8;6;13.66;0;12.4;0.5;1.79;1
1;1;1;9773;1;1;140.0;3;2;6;133.4;1;0;0;0;1;0;29;0;16.5;0;0;6;6;5;13.8;0;11.1;0.6;2.02;1
1;39;1;9130;1;1;133.1;1;19;5;120.0;1;0;0;1;1;0;29;0;18.0;2;0;5;10;3;13.33;2;10.8;1.4;1.74;3
1;44;1;9003;1;1;140.0;1;1;5;140.0;0;0;0;1;1;0;20;0;11.28;0;0;6;12;5;1.177;0;16.2;0.3;-0.92;1
1;1;5;171;1;1;139.0;19;3;2;136.9;1;0;0;1;1;1;19;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;1
1;17;3;171;1;1;125.0;3;39;5;117.0;1;1;0;1;1;0;22;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;1
1;1;2;9670;1;1;117.0;3;1;5;110.7;1;0;0;1;1;0;20;0;14.0;0;0;6;10;6;12.0;0;11.1;0.6;2.02;1
1;39;1;9130;1;1;150.0;19;19;5;160.0;1;0;0;1;1;0;24;0;13.75;1;0;5;9;3;12.0;0;9.4;-0.8;-3.12;1
1;1;1;9670;1;1;95.0;37;37;8;95.0;0;0;0;0;1;0;21;0;13.25;0;0;6;6;5;11.0;0;12.7;3.7;-1.7;3
1;39;1;9147;1;1;150.0;37;1;3;148.8;0;0;0;1;1;1;25;0;14.25;0;0;5;7;4;14.75;0;12.7;3.7;-1.7;1
1;39;1;9147;1;1;120.0;37;37;9;110.0;0;0;0;0;1;0;32;0;0.0;1;0;5;5;0;0.0;0;9.4;-0.8;-3.12;3
1;43;1;9991;0;1;136.0;3;4;2;133.9;0;0;0;0;1;0;26;0;11.25;0;3;8;8;3;11.33;0;7.6;2.6;0.32;3
1;1;1;9130;1;1;133.0;2;37;7;125.7;1;0;0;1;1;1;18;0;13.5;0;0;6;8;6;12.5;0;12.4;0.5;1.79;1
1;17;1;9254;1;1;125.0;1;19;7;116.6;0;0;0;1;1;1;19;0;12.66;0;0;6;10;6;12.85;0;16.2;0.3;-0.92;1
1;1;3;9070;1;1;127.0;19;38;7;141.0;1;0;0;1;1;1;19;0;15.16;0;0;6;6;6;12.33;0;12.4;0.5;1.79;1
1;7;1;9119;1;40;130.0;1;1;4;130.0;0;0;0;1;1;0;27;0;13.16;0;2;5;7;5;15.14;0;11.1;0.6;2.02;3
1;53;1;9003;1;1;130.0;19;1;9;130.0;0;0;1;1;1;0;21;0;11.8;0;5;12;15;9;11.44;0;8.9;1.4;3.51;1
1;17;1;9119;1;1;127.0;19;1;5;115.8;0;0;0;1;1;0;20;0;11.5;0;0;5;11;0;0.0;0;13.9;-0.3;0.79;1
1;44;1;9070;1;39;140.0;19;38;0;140.0;1;0;0;1;1;0;21;0;14.5;0;0;6;8;6;11.33;0;12.4;0.5;1.79;1
1;1;5;9773;1;1;125.0;37;3;2;126.1;1;0;0;1;1;0;22;0;13.4;0;0;6;12;3;10.66;0;9.4;-0.8;-3.12;1
1;1;1;171;1;1;135.0;1;38;7;137.5;1;0;1;0;1;0;19;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;1
1;17;4;9147;1;1;132.0;38;19;5;120.8;1;0;0;1;1;1;18;0;10.8;0;0;5;10;2;12.5;0;11.1;0.6;2.02;3
1;39;2;9238;1;1;110.0;19;1;5;136.5;0;0;0;1;1;0;28;0;0.0;0;0;5;5;0;0.0;0;13.9;-0.3;0.79;3
2;39;1;9003;1;1;130.0;1;37;1;122.0;0;0;1;0;1;0;25;0;11.42;0;2;7;15;4;12.0;1;15.5;2.8;-4.06;3
1;43;1;9003;1;1;130.0;37;1;4;130.0;0;0;0;1;1;0;25;0;12.5;2;6;13;23;10;11.6;0;15.5;2.8;-4.06;3
1;1;1;9147;1;1;135.0;38;19;5;126.3;0;0;0;1;1;0;18;0;13.5;0;0;5;11;3;12.33;0;8.9;1.4;3.51;1
1;1;1;9254;1;1;133.1;4;19;5;98.0;0;0;0;1;1;0;26;0;0.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;3
1;17;3;9147;1;1;135.0;37;37;5;121.0;1;0;0;1;1;1;18;0;12.75;0;0;5;7;5;11.5;0;13.9;-0.3;0.79;1
1;43;1;9773;1;1;128.0;19;38;7;124.2;1;0;0;1;1;0;22;0;11.33;3;0;6;14;3;12.33;0;15.5;2.8;-4.06;1
1;39;1;9003;1;1;140.0;1;3;5;130.0;0;0;0;1;1;0;25;0;0.0;0;0;6;10;0;0.0;0;16.2;0.3;-0.92;3
1;1;2;9773;1;1;135.0;3;1;4;136.1;1;0;0;1;1;0;19;0;11.4;0;0;6;13;5;12.4;0;8.9;1.4;3.51;1
1;17;2;9773;1;1;131.0;3;19;3;132.8;1;0;0;1;1;0;19;0;14.42;0;0;6;7;6;14.57;0;13.9;-0.3;0.79;1
1;17;1;9500;1;1;131.0;1;1;5;126.3;0;0;0;1;1;0;19;0;12.49;0;0;8;10;8;11.71;0;16.2;0.3;-0.92;1
4;39;1;8014;0;19;100.0;1;37;1;111.5;0;0;0;1;1;0;45;0;11.5;0;2;8;13;4;11.0;0;10.8;1.4;1.74;3
2;39;1;9991;0;1;140.0;37;37;9;118.2;0;0;0;1;1;0;52;0;11.2;0;0;5;6;5;12.8;1;7.6;2.6;0.32;1
1;1;1;9147;1;1;124.0;19;19;3;115.6;1;0;0;0;1;0;20;0;12.0;1;0;5;7;3;11.0;0;9.4;-0.8;-3.12;3
1;1;1;9500;1;1;130.0;38;37;10;117.8;1;0;0;1;1;0;19;0;15.88;0;0;8;8;7;15.88;0;10.8;1.4;1.74;1
1;1;1;9500;1;1;142.0;1;38;9;127.0;0;0;1;0;1;0;21;0;12.94;0;0;7;12;4;11.58;0;12.4;0.5;1.79;3
2;39;1;8014;0;1;150.0;37;37;9;140.0;0;0;0;0;1;0;35;0;14.0;0;0;6;6;6;14.16;0;9.4;-0.8;-3.12;1
2;39;1;171;1;12;110.0;37;37;7;106.0;1;0;0;1;1;0;36;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;1
4;39;1;9500;1;19;110.0;37;38;5;151.0;0;0;1;0;1;0;47;0;0.0;7;0;8;8;0;0.0;8;15.5;2.8;-4.06;3
1;18;1;9991;0;1;112.0;43;40;2;106.4;0;0;0;1;1;0;22;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;3
2;39;1;9991;0;1;100.0;37;37;9;125.3;1;0;0;1;1;0;41;0;11.25;0;0;5;8;3;11.0;1;7.6;2.6;0.32;3
1;7;1;9119;1;3;130.0;34;34;90;130.0;0;0;0;1;1;0;26;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;3
2;39;1;8014;0;1;133.1;34;34;90;116.0;0;0;0;0;0;0;51;0;11.25;0;0;6;12;0;0.0;1;10.8;1.4;1.74;3
2;39;2;9991;0;1;150.0;37;37;9;120.0;0;0;0;1;0;0;43;0;10.66;0;1;5;10;4;12.5;0;9.4;-0.8;-3.12;1
2;39;2;8014;0;1;100.0;34;34;0;100.0;1;0;0;1;0;0;41;0;11.8;0;1;6;10;3;10.66;1;7.6;2.6;0.32;1
1;43;2;9147;1;1;130.0;34;37;9;118.5;1;0;0;1;1;0;23;0;11.62;1;4;10;16;10;11.18;3;7.6;2.6;0.32;1
1;43;2;9238;1;1;129.0;34;30;5;118.9;1;0;0;1;1;0;22;0;0.0;0;0;5;10;0;0.0;0;9.4;-0.8;-3.12;3
1;17;2;9070;1;1;127.0;37;37;9;119.3;1;1;0;1;1;1;25;0;10.25;0;0;6;6;4;11.25;0;12.7;3.7;-1.7;3
1;43;1;9991;0;1;140.0;37;37;9;135.8;1;0;0;1;1;0;25;0;10.8;0;13;14;14;14;11.35;0;9.4;-0.8;-3.12;1
1;53;1;171;1;42;130.0;1;19;9;130.0;1;0;0;0;1;1;22;0;12.54;0;4;11;16;11;12.66;0;8.9;1.4;3.51;1
1;39;1;9003;1;1;133.1;1;1;144;129.8;0;0;0;1;1;0;24;1;13.57;0;0;6;9;5;13.4;0;8.9;1.4;3.51;1
1;39;1;9085;1;2;140.0;38;38;10;150.0;0;0;0;1;1;0;47;0;0.0;0;0;6;0;0;0.0;0;16.2;0.3;-0.92;3
2;39;1;9991;0;19;133.1;37;37;5;111.9;1;0;0;1;1;0;41;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;3
1;39;1;9003;1;1;120.0;37;37;9;150.1;1;0;0;1;1;0;43;0;1.477;0;0;6;11;5;12.2;0;13.9;-0.3;0.79;1
1;39;1;9003;1;1;133.1;1;37;8;130.0;0;0;0;1;1;0;29;0;0.0;0;0;4;8;0;0.0;0;16.2;0.3;-0.92;3
1;39;2;9119;1;1;120.0;37;37;5;128.0;0;0;0;1;1;0;30;0;0.0;0;0;2;2;0;0.0;0;7.6;2.6;0.32;3
1;39;2;9147;1;38;133.1;19;38;9;102.5;0;0;0;0;1;0;26;0;0.0;0;0;5;0;0;0.0;0;12.7;3.7;-1.7;3
1;39;2;9991;0;1;133.1;19;38;9;102.5;0;0;0;0;1;0;27;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;3
2;39;2;9670;1;1;100.0;37;37;9;110.0;0;0;0;1;1;1;36;0;11.4;0;0;5;7;5;11.6;0;9.4;-0.8;-3.12;1
1;39;1;9003;1;19;133.1;1;19;10;114.0;0;0;0;1;1;0;29;0;11.66;0;2;7;10;6;10.85;0;15.5;2.8;-4.06;3
1;42;1;9119;1;1;120.0;34;34;0;128.2;1;0;0;1;1;0;35;0;11.28;0;2;8;8;5;13.0;0;9.4;-0.8;-3.12;3
1;1;1;9773;1;1;128.0;38;38;3;116.5;0;0;0;1;1;1;18;0;11.5;0;0;6;10;5;12.6;0;10.8;1.4;1.74;1
1;1;1;9991;0;1;172.0;38;37;9;149.3;0;0;0;1;1;1;24;0;16.0;0;0;5;5;5;16.0;0;8.9;1.4;3.51;1
1;1;3;9773;1;1;146.0;38;38;7;134.1;1;0;0;1;1;1;18;0;12.5;0;0;6;7;6;12.66;0;10.8;1.4;1.74;3
1;17;4;9119;1;1;135.0;38;37;7;126.6;1;0;0;1;1;0;18;0;12.0;0;0;5;10;3;13.0;3;7.6;2.6;0.32;1
2;43;1;9085;1;1;160.0;37;37;7;120.0;0;0;0;1;1;0;21;0;0.0;2;0;5;11;3;11.66;1;9.4;-0.8;-3.12;1
1;42;1;9119;1;1;150.0;38;37;8;133.5;1;0;0;1;1;0;21;0;13.0;0;0;5;10;5;12.6;0;9.4;-0.8;-3.12;1
1;39;1;9003;1;1;130.0;1;3;6;110.0;0;0;0;1;1;0;32;0;13.71;1;7;12;18;12;12.08;0;15.5;2.8;-4.06;1
1;1;4;9119;1;1;111.0;37;37;5;107.5;1;0;0;1;1;1;22;0;12.33;0;0;6;14;3;12.5;0;11.1;0.6;2.02;3
1;7;1;9003;1;3;130.0;1;38;7;130.0;1;0;0;0;1;0;32;0;12.72;4;10;12;24;10;12.7;1;15.5;2.8;-4.06;3
1;43;1;9670;1;6;170.0;34;34;0;111.6;0;0;0;1;1;0;35;0;14.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;3
1;18;3;9147;1;1;133.1;1;38;7;101.0;1;0;0;0;1;0;23;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;3
1;39;1;8014;0;1;100.0;37;37;6;108.3;0;0;0;1;1;0;39;0;11.4;0;1;6;12;3;11.0;1;7.6;2.6;0.32;1
2;43;1;9670;1;1;120.0;34;34;0;128.2;0;0;0;1;1;0;35;0;0.0;0;0;5;5;1;10.0;0;9.4;-0.8;-3.12;3
2;39;1;9003;1;3;110.0;3;19;6;150.0;0;0;0;1;1;0;32;0;18.87;0;6;12;14;12;17.69;0;16.2;0.3;-0.92;1
1;1;1;9853;1;1;133.1;34;34;0;142.8;0;0;0;1;1;0;20;0;0.0;0;0;6;12;0;0.0;0;7.6;2.6;0.32;3
1;39;1;9500;1;1;120.0;37;37;9;100.0;0;0;0;1;1;0;34;0;11.33;0;0;7;16;4;12.6;0;16.2;0.3;-0.92;1
1;7;1;9991;0;40;150.0;37;37;6;150.0;1;0;0;1;1;0;44;0;13.5;0;0;5;6;5;16.2;0;8.9;1.4;3.51;3
2;39;1;9254;1;19;133.1;37;19;10;156.5;0;0;0;1;1;0;53;0;15.0;7;4;9;10;3;10.0;4;16.2;0.3;-0.92;1
1;39;1;9119;1;19;120.0;37;37;4;98.6;0;0;1;0;1;0;28;0;0.0;0;0;5;7;0;0.0;0;12.4;0.5;1.79;3
1;7;1;9991;0;3;130.0;37;37;9;130.0;0;0;0;1;1;0;31;0;1.422;0;5;5;5;5;12.8;0;12.7;3.7;-1.7;3
1;1;1;171;1;1;130.0;1;38;9;118.1;0;0;1;0;1;0;18;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;1
1;39;1;9003;1;1;100.0;1;3;10;120.0;0;0;1;0;1;0;44;0;12.0;2;0;6;16;0;0.0;1;15.5;2.8;-4.06;3
1;1;1;9085;1;1;142.0;1;1;9;127.7;1;0;0;1;1;0;19;0;12.6;1;0;5;8;4;12.0;0;12.7;3.7;-1.7;1
1;15;1;171;1;1;130.0;1;1;9;130.0;0;0;0;1;1;0;21;1;15.08;0;4;11;15;11;13.08;0;8.9;1.4;3.51;1
1;18;1;9119;1;1;148.0;3;19;5;147.7;0;0;0;1;1;1;18;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;3
1;44;1;9003;1;39;170.0;19;19;5;170.0;1;0;0;1;1;0;20;0;14.5;0;0;6;10;6;15.3;0;16.2;0.3;-0.92;1
1;39;1;9070;1;1;110.0;37;37;7;110.2;0;0;0;1;1;0;55;0;14.5;0;0;6;6;6;13.5;0;11.1;0.6;2.02;1
1;1;1;9147;1;1;166.0;19;37;8;146.4;0;0;0;1;1;0;27;0;10.0;0;0;5;12;1;13.0;0;7.6;2.6;0.32;1
1;17;2;9119;1;1;135.0;12;19;5;121.0;0;0;0;1;1;0;19;0;0.0;0;0;5;0;0;0.0;0;12.4;0.5;1.79;3
1;1;1;9147;1;1;133.0;19;37;9;129.9;0;0;0;1;1;0;18;0;11.6;0;0;5;5;5;13.2;0;12.4;0.5;1.79;1
2;39;1;9773;1;1;133.1;37;37;4;132.0;0;0;0;1;1;0;43;0;11.75;0;0;6;7;0;0.0;0;15.5;2.8;-4.06;3
1;18;3;9254;1;1;121.0;19;19;6;125.9;1;0;0;1;1;0;18;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;3
1;1;1;171;1;1;159.0;3;3;2;165.7;1;0;0;1;1;0;18;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;3
1;17;5;9254;1;1;130.0;37;38;9;122.7;1;0;1;1;1;1;20;0;0.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51;3
2;39;1;9991;0;1;121.0;37;19;9;141.4;0;0;1;0;1;0;29;0;11.25;0;0;5;8;4;11.8;0;10.8;1.4;1.74;3
1;39;1;9130;1;19;133.1;37;37;10;156.4;1;0;1;1;1;0;44;0;11.57;0;0;6;11;0;0.0;0;13.9;-0.3;0.79;3
1;1;1;9119;1;1;146.0;37;37;9;148.5;1;0;0;1;1;0;18;0;10.0;0;0;5;8;1;16.0;0;10.8;1.4;1.74;1
1;44;1;9003;1;39;140.0;37;37;1;140.0;0;0;0;1;1;1;20;0;13.83;0;0;6;13;6;12.3;0;15.5;2.8;-4.06;1
1;43;1;9070;1;1;125.0;38;37;7;131.7;1;0;0;1;1;0;20;0;12.75;0;3;9;12;3;12.66;0;12.4;0.5;1.79;3
2;39;2;9147;1;1;120.0;37;37;9;104.7;1;0;0;1;1;0;36;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;3
1;44;1;9130;1;39;150.0;5;1;5;150.0;1;0;0;1;1;0;19;0;11.6;0;1;6;12;2;11.0;0;13.9;-0.3;0.79;1
2;39;1;9085;1;19;110.0;37;37;90;110.0;0;0;0;0;1;0;29;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;3
1;1;1;9670;1;1;120.0;1;1;9;129.1;1;0;0;1;1;0;18;0;11.25;0;0;6;10;3;10.33;0;10.8;1.4;1.74;3
1;39;1;9003;1;1;133.1;1;1;6;120.0;0;0;0;0;1;0;24;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;3
